Exchange,Product Name,Product Symbol,Alternate Symbol,Product Type,Asset Class,Sub-Asset Class,Currency,Market Data Channel
BVMF,,IDIJ19C268800_E,,Option,,,BRL,ALL
BVMF,,DOLQ18P004200_E,,Option,,,BRL,ALL
BVMF,,DOLH18C004200_E,,Option,,,BRL,ALL
BVMF,,ISPG18C002850_E,,Option,,,USD,ALL
ICE,Cotton No. 2 Weekly,CTW,Cotton No 2 Wk,Future,,,USD,ICE Futures U.S.
BVMF,,ISPG18P002750_E,,Option,,,USD,ALL
BVMF,,ISPG18P002760_E,,Option,,,USD,ALL
BVMF,,ISPG18C002760_E,,Option,,,USD,ALL
BVMF,,ISPG18C002770_E,,Option,,,USD,ALL
BVMF,,IDIN19C271300_E,,Option,,,BRL,ALL
BVMF,,IDIN19P272000_E,,Option,,,BRL,ALL
Eurex,FUT ON AKZO NOBEL NV DIVIDEND,A3KU,,Future,,,EUR,ALL
BVMF,,BGI,,Spread,,,BRL,ALL
BVMF,,IDIJ19C268500_E,,Option,,,BRL,ALL
BVMF,,IDIN19P271600_E,,Option,,,BRL,ALL
Eurex,OPTION ON PRYSMIAN SPA,PRY,,Option Strategy,,,EUR,ALL
Eurex,OPT E ON NOKIA CORP. A FM 5,NOAE,,Option Strategy,,,EUR,ALL
Eurex,4TH FRIDAY OPT EON,EOA4,,Option Strategy,,,EUR,ALL
Eurex,FUT ON AKZO NOBEL N.V.,AKUG,,Spread,,,EUR,ALL
CME,,WE5|EUU,,Option Strategy,,,USD,Chicago Mercantile Exchange
ICE_L,96216734,M4,,Option Strategy,,,GBP,IFEU Financials
ASX,,EE|EH,,Spread,,,NZD,NZFOE
EEX,IPS_PEGN_NCG_BASE_YEAR,G5BY|G0BY,,Spread,,,,EEX Derivatives
EEX,IPS_PEGN_ZTP_BASE_QUARTER,G5BQ|GBBQ,,Spread,,,,EEX Derivatives
ICE,Crude Futures Spr,BRN|DBI S,Brn/Dub1L,Spread,,,USD,IFEU Energy Div Oil
CME,,ZN2|ZN3|ZN1,,Option Strategy,,,USD,Chicago Board of Trade
Euronext,,gME5,,Common Stock,,,EUR,ALL
ICE,CCA Specific Futures,CA7 P,,Option,,,USD,ICE Phys Env
EEX,IPS_NR_PEGN_TTF_BASE_QUARTER,H5BQ|H3BQ,,Spread,,,,EEX Derivatives
CME,,3CD|1CD|CAU,,Option Strategy,,,USD,Chicago Mercantile Exchange
EEX,IPS_PEGN_NCG_BASE_QUARTER,G5BQ|G0BQ,,Spread,,,,EEX Derivatives
CME,,WA4|WA5,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,4AD|ADU|3AD,,Option Strategy,,,USD,Chicago Mercantile Exchange
BVMF,,CNY,,Index,,,BRL,ALL
ICE,CCA Specific Futures,CA8 P,,Option,,,USD,ICE Phys Env
BVMF,,SJC,,Future,,,USD,ALL
CME,,E5A|EW2,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WD5,,Option Strategy,,,USD,Chicago Mercantile Exchange
EEX,IPS_NR_PEGN_NCG_BASE_YEAR,H5BY|H0BY,,Spread,,,,EEX Derivatives
ICE,CCA Futures,CAW P,,Option,,,USD,ICE Phys Env
CME,,OZB|ZB1|WB4,,Option Strategy,,,USD,Chicago Board of Trade
ICE,Mini Low Sulphur Gasoil Futures Singapore MM,GM_MM,LSGO Mini SMM,Future,,,USD,ICE Futures SG
CME,,OZB|WB4|ZB2,,Option Strategy,,,USD,Chicago Board of Trade
CME,,EW4|E4C|E5A,,Option Strategy,,,USD,Chicago Mercantile Exchange
ICE,CCA Futures,CAY P,,Option,,,USD,ICE Phys Env
CME,,3AD|1AD|ADU,,Option Strategy,,,USD,Chicago Mercantile Exchange
EEX,IPS_NR_PEGN_NCG_BASE_QUARTER,H5BQ|H0BQ,,Spread,,,,EEX Derivatives
CME,,ZF3|ZF2|ZF1,,Option Strategy,,,USD,Chicago Board of Trade
EEX,IPS_NR_PEGN_TTF_BASE_YEAR,H5BY|H3BY,,Spread,,,,EEX Derivatives
BVMF,,CCMU18P004500_E,,Option,,,BRL,ALL
CME,,1EU|3EU|EUU,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WG2|WG5,,Option Strategy,,,USD,Chicago Mercantile Exchange
ICE,CAD WTI Crude Futures,WTF S,CAD WTI Crude,Future,,,CAD,IFEU Energy Div Oil
EEX,IPS_PEGN_TTF_BASE_SEASON,G5BS|G3BS,,Spread,,,,EEX Derivatives
CME,,EW4|E1C|EW,,Option Strategy,,,USD,Chicago Mercantile Exchange
EEX,IPS_NR_PEGN_ZTP_BASE_YEAR,H5BY|HBBY,,Spread,,,,EEX Derivatives
BVMF,,NZD,,Future,,,BRL,ALL
MX,Two-Year Government of Canada Bond,CGZ,,Future,Interest Rates,Government Bond,CAD,ALL
CME,,4BP|WG1,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WD1,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,4JY|WJ2,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,ADU|WA1,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,3JY|WJ1,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WJ2|4JY,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,4EU|WE1,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,CAU|WD1,,Option Strategy,,,USD,Chicago Mercantile Exchange
BVMF,,ZAR,,Future,,,BRL,ALL
CME,,3EU|WE1,,Option Strategy,,,USD,Chicago Mercantile Exchange
BVMF,,HSI,,Index,,,BRL,ALL
CME,,E2A|ES|E2C,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WA2|ADU,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,AXB,,Spread,,,USD,New York Mercantile Exchange
CME,,WG4|4BP,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,5JY|WJ2,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WJ2|JPU,,Option Strategy,,,USD,Chicago Mercantile Exchange
BVMF,,MXN,,Future,,,BRL,ALL
CME,,3JY|WJ2,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,4JY|WJ1,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,JPU|WJ3,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,JPU|WJ4,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,3BP|WG1,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,JPU|WJ1,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WD2|WD1,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,UB3|UB2,,Option Strategy,,,USD,Chicago Board of Trade
CME,,WG2|GBU,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,5AD|WA4,,Option Strategy,,,USD,Chicago Mercantile Exchange
BVMF,,ISPG18C002750_E,,Option,,,USD,ALL
BVMF,,IDIN19P272500_E,,Option,,,BRL,ALL
NDAQ_EU,,EDEFBY,,Spread,,,EUR,NDAQC
BVMF,,GBP,,Index,,,BRL,ALL
Eurex,OPT ON SLM SOLUTIONS GROUP AG,SLM,,Option Strategy,,,EUR,ALL
CME,,RHS,,Future,,,USD,New York Mercantile Exchange
CME,,ME3,,Option,,,USD,Chicago Mercantile Exchange
CME,,SGG,,Future,,,USD,New York Mercantile Exchange
CME,,GDL,,Future,,,USD,New York Mercantile Exchange
CME,,GHB,,Future,,,USD,New York Mercantile Exchange
CME,CME Bitcoin,BTC,,Future,,,USD,Chicago Mercantile Exchange
CME,,E3A|E4A,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,A6E,,Option,,,USD,New York Mercantile Exchange
CME,,GHS,,Future,,,USD,New York Mercantile Exchange
CME,,GDH,,Future,,,USD,New York Mercantile Exchange
CME,,RHB,,Future,,,USD,New York Mercantile Exchange
Eurex,,AUL,,Option Strategy,,,EUR,ALL
BVMF,,IDIF19P268900_E,,Option,,,BRL,ALL
ICE,,95797,,Spread,,,,IFEU Commodities
BVMF,,IDI,,Option,,,BRL,ALL
BVMF,,CCMU18C003800_E,,Option,,,BRL,ALL
BVMF,,IDIF19C269400_E,,Option,,,BRL,ALL
MX,S&P/TSX Capped Utilities Index,SXU,,Future,Equities,Index,CAD,ALL
BVMF,,IDIF19C269100_E,,Option,,,BRL,ALL
BVMF,,IDIF19C269800_E,,Option,,,BRL,ALL
BVMF,,CCMU18P003950_E,,Option,,,BRL,ALL
BVMF,,IDIF19C268300_E,,Option,,,BRL,ALL
BVMF,,CCMU18P003800_E,,Option,,,BRL,ALL
BVMF,,IDIF19P269800_E,,Option,,,BRL,ALL
BVMF,,IDIF19P269200_E,,Option,,,BRL,ALL
BVMF,,IDIF19P269300_E,,Option,,,BRL,ALL
BVMF,,IDIF19C270200_E,,Option,,,BRL,ALL
ICE,Peak Futures,56370,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
BVMF,,IDIF19C268700_E,,Option,,,BRL,ALL
NFX,,PMQ,,Option,,,USD,ALL
HKEX,H-shares Index,HHI,,Option Strategy,,,HKD,ALL
BVMF,,IDIF19C270400_E,,Option,,,BRL,ALL
BVMF,,IDIF19C268900_E,,Option,,,BRL,ALL
BVMF,,ISP,,Spread,,,USD,ALL
BVMF,,IDIF19C270100_E,,Option,,,BRL,ALL
ICE,Peak Futures,56372,NI Hub Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,56365,Nepool RT Daily,Future,,,USD,IFUS Energy Div Pwr
EEX,PEGAS-CEGH CZECH GAS QUARTER,G1BQ,,Future,,,EUR,EEX Derivatives
BVMF,,IDIF19P270300_E,,Option,,,BRL,ALL
ICE,Peak Futures,56361,Ind RT Daily,Future,,,USD,IFUS Energy Div Pwr
BVMF,,IDIF19P270100_E,,Option,,,BRL,ALL
Euronext,Deutsche Bank - Stock Option,aDBQ|gDB6,,Option Strategy,,,EUR,ALL
ICE,,95790,,Spread,,,,IFEU Financials
BVMF,,IDIF19P269600_E,,Option,,,BRL,ALL
BVMF,,DOLK18P003700_E,,Option,,,BRL,ALL
BVMF,,CCMU18P003700_E,,Option,,,BRL,ALL
BVMF,,CCMU18P003850_E,,Option,,,BRL,ALL
BVMF,,CCMU18P003750_E,,Option,,,BRL,ALL
BVMF,,IDIF19C268800_E,,Option,,,BRL,ALL
CME,,2BP|1BP,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WE5|2EU,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WE4|WE2,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,S3C,,Option Strategy,,,USD,Chicago Mercantile Exchange
Eurex,OPTION ON MARKS & SPENCER,MKS,,Option Strategy,,,GBX,ALL
Eurex,OPT ON SLI,OSLI,,Option Strategy,,,CHF,ALL
CME,,4EU|3EU|1EU,,Option Strategy,,,USD,Chicago Mercantile Exchange
BVMF,,WIN,,Spread,,,BRL,ALL
CME,,ZT3|ZT2,,Option Strategy,,,USD,Chicago Board of Trade
CME,,3BP|1BP|4BP,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WJ5|3JY,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,3CD|1CD|4CD,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WA3|WA2,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WB2|WB3,,Option Strategy,,,USD,Chicago Board of Trade
CME,,EW2|E2C|E3A,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,3AD|1AD|4AD,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,ZN3|WY3|ZN2,,Option Strategy,,,USD,Chicago Board of Trade
CME,,ZB2|ZN2,,Option Strategy,,,USD,Chicago Board of Trade
CME,,3EU|1EU|4EU,,Option Strategy,,,USD,Chicago Mercantile Exchange
MX,S&P/TSX Global Gold Index,SXA,,Future,Equities,Index,CAD,ALL
CME,,ADU|WA3,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WE3|WE2,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WE1|4EU,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,ADU|WA4|4AD,,Option Strategy,,,USD,Chicago Mercantile Exchange
EEX,IPS_NR_PEGN_ZTP_BASE_QUARTER,H5BQ|HBBQ,,Spread,,,,EEX Derivatives
Euronext,Bollore Group (100),pHA1,,Option Strategy,,,EUR,ALL
ICE,Crude Futures Spr,WBS|DBI S,WTI/Dubai 1L,Spread,,,USD,IFEU Energy Div Oil
EEX,IPS_PEGN_TTF_BASE_QUARTER,G5BQ|G3BQ,,Spread,,,,EEX Derivatives
BVMF,,CCMU18C004500_E,,Option,,,BRL,ALL
CME,,WA5|4AD,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,E1C|EW1|EW,,Option Strategy,,,USD,Chicago Mercantile Exchange
ICE,Peak Futures,IDP S,Ind RT Daily,Future,,,USD,IFUS Energy Div Pwr
CME,,1CD|3CD|CAU,,Option Strategy,,,USD,Chicago Mercantile Exchange
Eurex,OPT E ON ING GROEP NV,INNE,,Option Strategy,,,EUR,ALL
EEX,IPS_NR_PEGN_NCG_BASE_SEASON,H5BS|H0BS,,Spread,,,,EEX Derivatives
EEX,IPS_PEGN_ZTP_BASE_MONTH,G5BM|GBBM,,Spread,,,,EEX Derivatives
CME,,3AD|WA5,,Option Strategy,,,USD,Chicago Mercantile Exchange
ICE_L,96356450,LSE,,Option Strategy,,,GBP,IFEU Financials
CME,,EW4|EW1|E5A|E1C,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,4JY|WJ5,,Option Strategy,,,USD,Chicago Mercantile Exchange
MX,Options on Three-Month Canadian Bankers Acceptance Futures,OBX,,Option,Interest Rates,STIRS,CAD,ALL
CME,,4AD|WA3,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,ADU|4AD|1AD,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,1EU|WE3,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WY3|ZN1,,Option Strategy,,,USD,Chicago Board of Trade
CME,,1BP|WG4,,Option Strategy,,,USD,Chicago Mercantile Exchange
Eurex,,MDS5,,Option Strategy,,,EUR,ALL
CME,,1AD|WA3,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WE5|3EU,,Option Strategy,,,USD,Chicago Mercantile Exchange
Eurex,2NDFRI OPT ON DEUTSCHE BANK,DBW2,,Option Strategy,,,EUR,ALL
CME,,4BP|WG3,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WG1|4BP,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WE3|3EU,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WG5|WG4,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,OZT|WT3,,Option Strategy,,,USD,Chicago Board of Trade
Eurex,,SNW4,,Option Strategy,,,EUR,ALL
CME,,E24|E34,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,ZN1|WY3,,Option Strategy,,,USD,Chicago Board of Trade
CME,,3JY|WJ3,,Option Strategy,,,USD,Chicago Mercantile Exchange
Eurex,OPT ON STROEER,SAX,,Option Strategy,,,EUR,ALL
BVMF,,DOL,,Option,,,BRL,ALL
CME,,QN2|QN4|QN1,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,EW3|EW1|EW4,,Option Strategy,,,USD,Chicago Mercantile Exchange
Euronext,IME Stock Option (Underlying: ISHARES MSCI EUROPE UCITS ETF,aIME,,Option Strategy,,,EUR,ALL
CME,,3EU|WE3,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,EW3|ES|E4C,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,3AD|WA3,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WJ4|WJ3,,Option Strategy,,,USD,Chicago Mercantile Exchange
Euronext,IWR Stock Option (Underlying: ISHARES MSCI WORLD UCITS ETF (,aIWR,,Option Strategy,,,EUR,ALL
CME,,4EU|EUU|1EU,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,4JY|JPU|1JY,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,ES|E4C|E3A,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WE4|WE3,,Option Strategy,,,USD,Chicago Mercantile Exchange
Eurex,,LHA1,,Option Strategy,,,EUR,ALL
CME,,WG1|3BP,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WE5|4EU,,Option Strategy,,,USD,Chicago Mercantile Exchange
Euronext,Total European,pTO2,,Option Strategy,,,EUR,ALL
Euronext,Siemens - Stock Option,aSIQ,,Option Strategy,,,EUR,ALL
CME,,ZN3|WY3|OZN,,Option Strategy,,,USD,Chicago Board of Trade
CME,,3BP|WG3,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WG3|3BP,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,EW|EW3|E4C,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,CAU|4CD|1CD,,Option Strategy,,,USD,Chicago Mercantile Exchange
BVMF,,WDO,,Spread,,,BRL,ALL
Eurex,OPT ON EURO STOXX REAL ESTATE,OESL,,Option Strategy,,,EUR,ALL
Eurex,OPTION ON NEXANS,NXS,,Option Strategy,,,EUR,ALL
BVMF,,IDIN19C273000_E,,Option,,,BRL,ALL
BVMF,,IDIN19C271200_E,,Option,,,BRL,ALL
Eurex,FUT ON UMICORE S.A.,NVJH,,Future,,,EUR,ALL
BVMF,,IDIN19P273000_E,,Option,,,BRL,ALL
BVMF,,IDIJ19C267100_E,,Option,,,BRL,ALL
BVMF,,ISPH18P002950_E,,Option,,,USD,ALL
NDAQ_EU,,EDEFBQ|ENOFUTBLQ,,Spread,,,EUR,NDAQC
BVMF,,IDIJ19P267100_E,,Option,,,BRL,ALL
BVMF,,IDIJ19C269700_E,,Option,,,BRL,ALL
NDAQ_EU,,EDEFBY|ENOFUTBLYR,,Spread,,,EUR,NDAQC
BVMF,,DOLH18P004200_E,,Option,,,BRL,ALL
BVMF,,IDIJ19P269200_E,,Option,,,BRL,ALL
BVMF,,IDIJ19P267600_E,,Option,,,BRL,ALL
BVMF,,IDIN19P272600_E,,Option,,,BRL,ALL
BVMF,,IDIN19C271600_E,,Option,,,BRL,ALL
BVMF,,IDIN19C272700_E,,Option,,,BRL,ALL
BVMF,,CCMK18C004400_E,,Option,,,BRL,ALL
Eurex,ROLLING SPOT FUTURE ON EURJPY,RSEY,,Future,,,JPY,ALL
BVMF,,IDIN19P271300_E,,Option,,,BRL,ALL
BVMF,,ISPG18C002820_E,,Option,,,USD,ALL
BVMF,,IDIN19C271400_E,,Option,,,BRL,ALL
BVMF,,IDIN19C271900_E,,Option,,,BRL,ALL
BVMF,,OZ1,,Index,,,BRL,ALL
BVMF,,ISPG18P002710_E,,Option,,,USD,ALL
Eurex,ROLLING SPOT FUTURE ON EURGBP,RSEP,,Future,,,GBP,ALL
BVMF,,IDIN19C272200_E,,Option,,,BRL,ALL
BVMF,,IDIN19P272800_E,,Option,,,BRL,ALL
CME,Yen-Denominated TOPIX,TPY,,Future,,,JPY,Chicago Mercantile Exchange
BVMF,,CNY,,Future,,,BRL,ALL
CME,,WD4,,Option Strategy,,,USD,Chicago Mercantile Exchange
BVMF,,ISPG18P002860_E,,Option,,,USD,ALL
BVMF,,IDIJ19P267300_E,,Option,,,BRL,ALL
BVMF,,IDIN19P272300_E,,Option,,,BRL,ALL
BVMF,,ISPG18P002720_E,,Option,,,USD,ALL
BVMF,,IDIJ19C268000_E,,Option,,,BRL,ALL
BVMF,,IDIJ19C267800_E,,Option,,,BRL,ALL
BVMF,,IDIJ19C269100_E,,Option,,,BRL,ALL
BVMF,,IDIJ19P270000_E,,Option,,,BRL,ALL
BVMF,,IDIJ19C268300_E,,Option,,,BRL,ALL
BVMF,,IDIJ19P268300_E,,Option,,,BRL,ALL
BVMF,,ISPG18P002900_E,,Option,,,USD,ALL
CME,,TPB,,Future,,,JPY,Chicago Mercantile Exchange
BVMF,,IDIJ19P267400_E,,Option,,,BRL,ALL
Eurex,FUT ON INDITEX,IXDF,,Future,,,EUR,ALL
BVMF,,IDIJ19P268900_E,,Option,,,BRL,ALL
BVMF,,IDIJ19P267700_E,,Option,,,BRL,ALL
BVMF,,IDIN19C272400_E,,Option,,,BRL,ALL
BVMF,,ISPG18C002880_E,,Option,,,USD,ALL
ICE,Daily Load Futures,EDF S,ERCOT DailyLoad,Future,,,,IFUS Energy Div Pwr
BVMF,,CCMK18P004400_E,,Option,,,BRL,ALL
BVMF,,IDIN19C272900_E,,Option,,,BRL,ALL
Eurex,OPT ON RATIONAL AG,RAA,,Option Strategy,,,EUR,ALL
Euronext,"DSM NV, Koninklijke - Weekly Option 5th Friday",a5DS,,Option Strategy,,,EUR,ALL
BVMF,,CLP,,Index,,,BRL,ALL
Euronext,ING Groep Weekly Option - 5th Friday,a5IN,,Option Strategy,,,EUR,ALL
Euronext,Deutsche Telekom - Stock Option,aTKQ,,Option Strategy,,,EUR,ALL
EEX,IPS_PEGN_NCG_BASE_SEASON,G5BS|G0BS,,Spread,,,,EEX Derivatives
ICE,CCA Futures,CAP P,,Option,,,USD,ICE Phys Env
Eurex,FUT ON UMICORE S.A.,NVJH,,Spread,,,EUR,ALL
ICE,Crude Futures Spr,WBS|WSP S,,Spread,,,USD,IFEU Energy Div Oil
CME,,GE0|GE5|GE3,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,EW2|E5A,,Option Strategy,,,USD,Chicago Mercantile Exchange
Eurex,FUT ON AKZO NOBEL NV DIVIDEND,A3KU,,Spread,,,EUR,ALL
EEX,IPS_NR_PEGN_ZTP_BASE_MONTH,H5BM|HBBM,,Spread,,,,EEX Derivatives
Euronext,Safran SA (100),pSM1|cSAG,,Option Strategy,,,EUR,ALL
ICE,Peak Futures,NDP S,NI Hub Daily,Future,,,USD,IFUS Energy Div Pwr
Eurex,OPTION ON ALPIQ,ALPH,,Option Strategy,,,CHF,ALL
Euronext,Morningstar Eurozone 50 Index Future,kFME,,Future,,,EUR,ALL
BVMF,,BRI,,Index,,,BRL,ALL
BVMF,,BGIU18C013100_E,,Option,,,BRL,ALL
BVMF,,DOLK18C004525_E,,Option,,,BRL,ALL
ICE,CCA Futures,CAO P,,Option,,,USD,ICE Phys Env
BVMF,,BGIM18P013100_E,,Option,,,BRL,ALL
BVMF,,DOLK18C004475_E,,Option,,,BRL,ALL
ICE,REC-PJM Futures,TQC P,,Option,,,USD,ICE Phys Env
CME,,OZN|WB5,,Option Strategy,,,USD,Chicago Board of Trade
BVMF,,SJCQ18C002475_E,,Option,,,USD,ALL
BVMF,,BGIU18P015900_E,,Option,,,BRL,ALL
BVMF,,DOLK18P004025_E,,Option,,,BRL,ALL
BVMF,,BGIU18C013400_E,,Option,,,BRL,ALL
CME,,QN1|QN2|QN3,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,OG2|OG3,,Option Strategy,,,USD,COMEX (Commodities Exchange Center)
CME,,AZ1,,Spread,,,EUR,New York Mercantile Exchange
BVMF,,DOLK18C003875_E,,Option,,,BRL,ALL
ICE,SREC-NJ Futures,NJK P,,Option,,,USD,ICE Phys Env
CME,,WJ1|3JY,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,1CD|3CD,,Option Strategy,,,USD,Chicago Mercantile Exchange
BVMF,,SJCQ18C002250_E,,Option,,,USD,ALL
BVMF,,DOLJ20C003750_E,,Option,,,BRL,ALL
BVMF,,DOLK18P003875_E,,Option,,,BRL,ALL
ICE,REC-PJM Futures,PPR P,,Option,,,USD,ICE Phys Env
BVMF,,BGIM18C014400_E,,Option,,,BRL,ALL
BVMF,,BGIM18C016000_E,,Option,,,BRL,ALL
BVMF,,DOLK18C003825_E,,Option,,,BRL,ALL
CME,,WE3|1EU,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,EUU|WE3,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,OZF|ZF3|ZF2,,Option Strategy,,,USD,Chicago Board of Trade
NFX,,DROQ,,Future,,,USD,ALL
BVMF,,FRP1,,Future,,,BRL,ALL
ICE,Peak Futures,56164,Nepool RT Daily,Future,,,USD,IFUS Energy Div Pwr
CME,,WE1,,Option Strategy,,,USD,Chicago Mercantile Exchange
NFX,,EIMQ,,Future,,,USD,ALL
CME,,WG4,,Option,,,USD,Chicago Mercantile Exchange
CME,,WJ3,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WA4,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,EUU|2EU|3EU,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,1EU|2EU,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,ZN3|ZN1|OZN,,Option Strategy,,,USD,Chicago Board of Trade
ICE,Peak Futures,56146,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE_L,96398328,PUQ,,Option Strategy,,,EUR,IFEU Financials
CME,,WJ2,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,1BP|GBU,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,GE3|GE2|GE0|GE,,Option Strategy,,,USD,Chicago Mercantile Exchange
ICE,Peak Futures,56147,NI Hub Daily,Future,,,USD,IFUS Energy Div Pwr
ICE_L,H. Lundbeck A/S - Cash Flex Fut,LUF,IFLO.LUF,Future,,,DKK,IFEU Financials
MX,Three-Month Canadian Bankers' Acceptance,BAX,,Spread,Interest Rates,STIRS,CAD,ALL
Euronext,AEX Daily Option - 31st,kA31,,Option Strategy,,,EUR,ALL
CME,,ZF2|ZN2,,Option Strategy,,,USD,Chicago Board of Trade
CME,,WG5,,Option,,,USD,Chicago Mercantile Exchange
NDAQ_EU,,ORSTED_C,,Future,,,DKK,NDAQD
CME,,RTM|R2E,,Option Strategy,,,USD,Chicago Mercantile Exchange
ICE,Crude Futures Spr,CMB S|BSP S,BRN 1L,Spread,,,USD,IFEU Energy Div Oil
Euronext,"Ahold Delhaize, Koninklijke - Weekly Option 1st Friday",a1AH,,Option Strategy,,,EUR,ALL
CME,,EW1|EW2|E2A|E1C,,Option Strategy,,,USD,Chicago Mercantile Exchange
NDAQ_EU,,ORSTED,,Option,,,DKK,NDAQD
CME,,WD5,,Option,,,USD,Chicago Mercantile Exchange
CME,,R4E|RTM,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,2EU|WE2,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,WE2|EUU,,Option Strategy,,,USD,Chicago Mercantile Exchange
BVMF,,IDIF21P401000_E,,Option,,,BRL,ALL
BVMF,,ISPZ17C002350_E,,Option,,,USD,ALL
BVMF,,DOLV20C003500_E,,Option,,,BRL,ALL
BVMF,,DOLF18P001900_E,,Option,,,BRL,ALL
BVMF,,CCMX17P002450_E,,Option,,,BRL,ALL
BVMF,,CCMK18P003750_E,,Option,,,BRL,ALL
BVMF,,IDIJ18C262000_E,,Option,,,BRL,ALL
BVMF,,DOLF19C002100_E,,Option,,,BRL,ALL
BVMF,,BGIF18P012250_E,,Option,,,BRL,ALL
BVMF,,IDIJ18C263000_E,,Option,,,BRL,ALL
BVMF,,DDM,,Index,,,BRL,ALL
MX,S&P/TSX Capped Financials Index,SXB,,Spread,Equities,Index,CAD,ALL
BVMF,,SFI,,Index,,,USD,ALL
BVMF,,SOJ,,Index,,,USD,ALL
BVMF,,DI1,,Index,,,BRL,ALL
BVMF,,TF2,,Future,,,BRL,ALL
BVMF,,TRY,,Future,,,BRL,ALL
BVMF,,BGIH18C013400_E,,Option,,,BRL,ALL
BVMF,,DOLJ18C002300_E,,Option,,,BRL,ALL
