Exchange,Product Name,Product Symbol,Alternate Symbol,Product Type,Asset Class,Sub-Asset Class,Currency,Market Data Channel
CME,NYISO Zone G Day-Ahead Off-Peak Cal-Month 5 MW Futures,D2L,,Spread,Energy,Electricity,USD,New York Mercantile Exchange
CME,,GE0|E03|GE,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,LO5|LO3,,Option Strategy,,,USD,New York Mercantile Exchange
CME,Transco Zone 1 Natural Gas (Platts Gas Daily) Swing Futures,X4,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,Mgex-Cbot Wheat Sprd Syn,MCX,,Future,,,USD,Chicago Board of Trade
CME,PJM Western Hub Real-Time Peak Cal-Month 2.5 MW | PJM Northern Illinois Hub Real-Time Peak Cal-Month 2.5 MW,JML|UML,,Spread,Energy,Electricity,USD,New York Mercantile Exchange
CME,Short Dated New Crop Chicago SRW Wheat Options | Wheat Options,OWD|OZW,,Option Strategy,Agriculture,Grain and Oilseed,USD,Chicago Board of Trade
CME,Eurodollar Options Strategy,GE|GE3|GE0,,Option Strategy,Interest Rates,STIRS,USD,Chicago Mercantile Exchange
CME,Natural Gas (Henry Hub) Last-day Financial Options,AE7,,Option Strategy,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,,HIO,,Option,,,USD,New York Mercantile Exchange
CME,Gasoline Euro-bob Oxy NWE Barges (Argus) Crack Spread Average Price Options,GCE,,Option,Energy,Refined Products,USD,New York Mercantile Exchange
CME,Nikkei 225 USD-denominated Futures,NKD,,Spread,Equities,Index,USD,Chicago Mercantile Exchange
CME,Corn Option Strategy,ZC5|ZC3,,Option Strategy,Agriculture,Grain and Oilseed,USD,Chicago Board of Trade
CME,KC HRW Wheat Options,OKE,,Option,Agriculture,Grain and Oilseed,USD,Chicago Board of Trade
CME,E-mini FTSE Developed Europe Index Futures,DVE,,Future,Equities,Index,EUR,Chicago Mercantile Exchange
CME,Chinese Renminbi/USD Futures,RMB,,Future,FX,Emerging Market,USD,Chicago Mercantile Exchange
CME,E-Mini Nasdaq 100 Options Strategy,QNE|QN4|QN1,,Option Strategy,Equities,Index,USD,Chicago Mercantile Exchange
CME,CAISO NP15 EZ Gen Hub 5 MW Peak Cal-Day Real-Time LMP Futures,2FW,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,,R1E,,Option,,,USD,Chicago Mercantile Exchange
CME,,H84,,Future,,,USD,Chicago Mercantile Exchange
CME,European 1% Fuel Oil Cargoes FOB NWE (Platts) BALMO Futures,AKX,,Future,Energy,Refined Products,USD,New York Mercantile Exchange
CME,E-Mini S&P 500 Options Strategy,EW4|ES|EW1|EW2,,Option Strategy,Equities,Index,USD,Chicago Mercantile Exchange
CME,KC HRW Wheat Options Wk 5,OE5,,Option,Agriculture,Grain and Oilseed,USD,Chicago Board of Trade
CME,Florida Gas Zone 3 Natural Gas (Platts IFERC) Fixed Price Futures,XFC,,Future,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,E-Mini S&P 500 Options Strategy,EW4|EW3|ES,,Option Strategy,Equities,Index,USD,Chicago Mercantile Exchange
CME,MGEX Hard Red Spring Wheat Index (HRSI),IP,,Future,Agriculture,Grain and Oilseed,USD,Minneapolis Grain Exchange
CME,PJM Northern Illinois Hub Day-Ahead Peak Cal-Day 5 MW Futures | PJM Northern Illinois Hub Real-Time Peak Cal-Day 5 MW Futures,PNL|UDL,,Spread,Energy,Electricity,USD,New York Mercantile Exchange
CME,Natural Gas Short-Term Options D30,U30,,Option,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,"Panhandle Natural Gas (Platts IFERC) Basis | Southern Star, Tx.-Okla.-Kan. Natural Gas (Platts IFERC) Basis",PH|8ZN,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,Russian Export Blend Crude Oil (REBCO) Financial Futures,REB,,Future,Energy,Crude Oil,USD,New York Mercantile Exchange
CME,SO New England North East Massachusetts Zone Peak Calendar-Day 5 MW Day-Ahead LMP Futures,NNP,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,,8SS,,Future,,,USD,New York Mercantile Exchange
CME,,QS2,,Future,,,USD,Chicago Board of Trade
CME,Transco Zone 1 Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,C4,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,Mini Japan C&F Naphtha (Platts) BALMO Futures,E6M,,Future,Energy,Refined Products,USD,New York Mercantile Exchange
CME,,4CD|CAU,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,Cocoa Financial Future,CCC,,Future,Agriculture,Softs,USD,CME Europe Ltd
CME,,DSA,,Future,,,USD,New York Mercantile Exchange
CME,Alumina FOB Australia (Metal Bulletin) Futures,ALB,,Future,Metals,Base,USD,COMEX (Commodities Exchange Center)
CME,,EW1|E4A,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,RBOB Gasoline Financial Futures,RLX,,Future,Energy,Refined Products,USD,New York Mercantile Exchange
CME,TETCO M-3 Natural Gas (Platts Gas Daily) Swing Futures,NSX,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,MISO Indiana Hub Day-Ahead Peak Cal-Day 5 MW Futures,PDL,,Spread,Energy,Electricity,USD,New York Mercantile Exchange
CME,,QC6,,Future,,,USD,Chicago Board of Trade
CME,,CPM,,Future,,,USD,New York Mercantile Exchange
CME,,ZW1|OZW|ZW2,,Option Strategy,,,USD,Chicago Board of Trade
CME,,K2N,,Future,,,USD,Chicago Mercantile Exchange
CME,Eurodollar Options Strategy,GE3|GE,,Option Strategy,Interest Rates,STIRS,USD,Chicago Mercantile Exchange
CME,,1AD,,Option,,,USD,Chicago Mercantile Exchange
CME,U.S. Treasury Bond Options Strategy,ZB2|ZB1,,Option Strategy,Interest Rates,U.S. Treasuries,USD,Chicago Board of Trade
CME,,HK4,,Future,,,USD,Chicago Mercantile Exchange
CME,Enable Natural Gas (Platts Gas Daily) Swing Futures,VXN,,Future,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,Natural Gas Short-Term Options D12,U12,,Option,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,S&P-GSCI ER Index Futures,GIE,,Future,Agriculture,Index,USD,Chicago Mercantile Exchange
CME,,EW2|E3C,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,WTS (Argus) Trade Month Futures,AY,,Future,Energy,Crude Oil,USD,New York Mercantile Exchange
CME,Euro Yen,EJ,,Future,,,JPY,Chicago Mercantile Exchange
CME,La/Usc Campus Rainfl Strip,ARJ,,Future,,,USD,Chicago Mercantile Exchange
CME,"ANR, Louisiana Natural Gas (Platts IFERC) Basis | Southern Natural, Louisiana Natural Gas (Platts IFERC) Basis",NDN|SZN,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,Eurodollar 3 Year Weekly Mid-Curve Options  Wk 5,E35,,Option Strategy,Interest Rates,STIRS,USD,Chicago Mercantile Exchange
CME,Prague Heating D7X Seasonal Strips,D7X,,Future,,,EUR,Chicago Mercantile Exchange
CME,NYISO Zone A Day-Ahead Peak Cal-Month 5 MW Futures,K3L,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,,QS9,,Future,,,USD,Chicago Board of Trade
CME,,M:DA26|M:DA19,,Spread,,,,MexDer
CME,,EW|EW4|EW3,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,E4C|E5C,,Option Strategy,,,USD,Chicago Mercantile Exchange
Eurex,OSRAM LICHT AG,OSRF,,Spread,Equities,Single stock,EUR,ALL
Eurex,SWISS RE AG,SREJ,,Spread,Equities,Single stock,CHF,ALL
Eurex,STRAUMANN,STMN,,Spread,Equities,Single stock,,ALL
Eurex,STOXX Europe 600 TRAVEL.&L.,OSTV,,Spread,Equities,Index,,Unknown
Eurex,ORANGE Dividend ,F1TE,,Spread,Equities,Dividend,,Unknown
Eurex,STANTEC INC,S3AF,,Future,Equities,Single stock,USD,ALL
Eurex,ROYAL DUTCH SHELL,RDAF,,Spread,Equities,Single stock,USD,ALL
Eurex,SOCIETE BIC SA,BIFH,,Spread,Equities,Single stock,,ALL
Eurex,EURO STOXX50 1ST FRI,OES1,,Spread,Equities,Index,,ALL
Eurex,SCHOELLER-BLECKM. OILF.,SBO,,Spread,Equities,Single stock,,ALL
Eurex,ATRESMEDIA CORPORACION,YT2F,,Future,Equities,Single stock,EUR,ALL
Eurex,BBG PETROLEUM,FCPE,,Spread,Commodities,Index,USD,ALL
Eurex,VW VZ European Option,VO3E,,Option,Equities,Single stock,EUR,ALL
Eurex,APERAM,7AAF,,Spread,Equities,Single stock,EUR,ALL
Eurex,NOBEL BIOCARE HOLD. AG,NOBH,,Future,Equities,Single stock,CHF,ALL
Eurex,AAREAL BANK AG,ARL,,Option,Equities,Single stock,EUR,ALL
Eurex,NORDEX,NDX1,,Option,Equities,Single stock,EUR,ALL
Eurex,INDITEX Dividend ,I6XD,,Future,Equities,Dividend,EUR,ALL
Eurex,CONOCOPHILLIPS,COPF,,Future,Equities,Single stock,USD,ALL
Eurex,RENAULT,RNLF,,Future,Equities,Single stock,EUR,ALL
Eurex,AMERICAN INT. GROUP INC,AIGF,,Future,Equities,Single stock,USD,ALL
Eurex,JOHNSON CONTROLS INC.,JCIF,,Spread,Equities,Single stock,,ALL
Eurex,5TH FRIDAY OPT DT. TELEKOM,DTE5,,Option,Equities,Single stock,EUR,ALL
Eurex,MECHEL,MECF,,Future,Equities,Single stock,USD,ALL
Eurex,SCOR SE,SCOI,,Spread,Equities,Single stock,EUR,ALL
Eurex,IBM,IBMF,,Future,Equities,Single stock,USD,ALL
Eurex,TEXAS INSTRUMENTS INC.,TXNF,,Future,Equities,Single stock,USD,ALL
Eurex,STOXX Europe 600 REAL EST.,FSTL,,Future,Equities,Index,EUR,ALL
Eurex,EURO STOXX SEL.Dividend  30,FEDV,,Future,Equities,Dividend,EUR,ALL
Eurex,SSE PLC Dividend ,S2SE,,Spread,Equities,Dividend,GBX,ALL
Eurex,EURO STOXX CHEMICALS,FESC,,Future,Equities,Index,EUR,ALL
Eurex,MSCI EM ASIA (NTR),FMEA,,Spread,Equities,Index,USD,ALL
Eurex,LUFTHANSA AG Dividend ,L2HA,,Spread,Equities,Dividend,EUR,ALL
Eurex,UBM PLC,UBMF,,Future,Equities,Single stock,GBP,ALL
Eurex,MSCI INDONESIA (USD/NR),FMID,,Future,Equities,Index,USD,ALL
Eurex,SURGUTNEFTEGAZ,SGNF,,Spread,Equities,Single stock,USD,ALL
Eurex,NEXT PLC,NXTJ,,Spread,Equities,Single stock,,ALL
Eurex,BANCO BPI,BPIG,,Future,Equities,Single stock,EUR,ALL
Eurex,ERICSSON,ERCB,,Option,Equities,Single stock,EUR,ALL
Eurex,BBG  EX-AGRICULT,FCXA,,Future,Commodities,Index,USD,ALL
Eurex,EOG RESOURCES INC.,EOGF,,Future,Equities,Single stock,USD,ALL
Eurex,KUEHNE & NAGEL INTERN,KNIN,,Option,Equities,Single stock,CHF,ALL
Eurex,MSCI MALAYSIA (NTR),FMMY,,Future,Equities,Index,USD,ALL
Eurex,STOXX Europe 600 CONST&MAT,FSTN,,Spread,Equities,Index,EUR,ALL
Eurex,THE SAGE GROUP PLC,SGKF,,Future,Equities,Single stock,GBX,ALL
Eurex,GAMELOFT SE,GF3F,,Spread,Equities,Single stock,,ALL
Eurex,DJ TELE TTNS 30,FGST,,Future,Equities,,USD,ALL
Eurex,OLD MUTUAL PLC,OMLF,,Spread,Equities,Single stock,GBX,ALL
Eurex,BBG EX-PREC.METALS,FCXP,,Spread,Commodities,Index,USD,ALL
Eurex,TELEFONICA,TNE5,,Option,Equities,Single stock,EUR,ALL
Eurex,UNION PACIFIC CORP.,UNPF,,Spread,Equities,Single stock,USD,ALL
Eurex,MLP AG,MLPF,,Spread,Equities,Single stock,EUR,ALL
Eurex,MSCI RUSSIA (PRICE),FMRU,,Spread,Equities,Index,USD,ALL
Eurex,DUKE ENERGY CORP. [NEW],DUKF,,Spread,Equities,Single stock,USD,ALL
Eurex,PERNOD-RICARD,PERH,,Future,Equities,Single stock,EUR,ALL
Eurex,KION GROUP AG,KGXF,,Spread,Equities,Single stock,EUR,ALL
Eurex,ZODIAC,ZDCG,,Spread,Equities,Single stock,,ALL
Eurex,EURO STOXX AUTOM.&PARTS,OESA,,Spread,Equities,Index,,ALL
Eurex,RECKITT BENCKISER,RBFG,,Spread,Equities,Single stock,GBX,ALL
Eurex,SANOFI,SNWF,,Spread,Equities,Single stock,EUR,ALL
Eurex,DAX,ODAX,,Spread,Equities,Index,,ALL
Eurex,PFEIFFER VAC. TECHN. AG,PFVF,,Future,Equities,Single stock,EUR,ALL
Eurex,KLEPIERRE,CL6H,,Spread,Equities,Single stock,,ALL
Eurex,UNIBAIL-RODAMCO SE,UBLG,,Future,Equities,Single stock,EUR,ALL
Eurex,FUT PHY ON ACERINOX S.A.,ACEP,,Spread,Equities,Single stock,EUR,ALL
Eurex,5TH FRIDAY OPT DEUTSCHE POST,DPW5,,Option,Equities,Single stock,EUR,ALL
ICE (7x),mini-sized New York Gold Futures,YG,,Future,,,USD,ICE Futures U.S.
ICE (7x),mini-sized New York Gold Futures,YG,,Spread,,,USD,ICE Futures U.S.
Eurex,STMICROELECTRONICS,SGMF,,Future,Equities,Single stock,EUR,ALL
Eurex,LAND SECURITIES GROUP,LANG,,Spread,Equities,Single stock,GBX,ALL
Eurex,MEDIOBANCA,ME9G,,Future,Equities,Single stock,EUR,ALL
Eurex,BASLER KANTONALBANK,BSKF,,Future,Equities,Single stock,CHF,ALL
Eurex,GIVAUDAN AG N,GIVN,,Spread,Equities,Single stock,,ALL
Eurex,BASF,BASE,,Spread,Equities,Single stock,,ALL
Eurex,AXA,AXAG,,Spread,Equities,Single stock,EUR,ALL
Eurex,SEB,GRB,,Option,Equities,Single stock,EUR,ALL
Eurex,ILIAD S.A,ILDF,,Future,Equities,Single stock,EUR,ALL
Eurex,EXXON MOBIL CORP.,XOMF,,Future,Equities,Single stock,USD,ALL
Eurex,PANALPINA,PWTN,,Option,Equities,Single stock,CHF,ALL
Eurex,2NDFRIDAY DAIMLER,DAI2,,Option,Equities,Single stock,EUR,ALL
Eurex,1ST FRIDAY NESTLE,NES1,,Option,Equities,Single stock,CHF,ALL
Eurex,EURO STOXX UTILIT Index Dividend  ,FEUD,,Spread,Equities,Dividend,EUR,ALL
Eurex,APPLE INC,AAPG,,Spread,Equities,Single stock,USD,ALL
Eurex,CFR A SHARES,CFRI,,Spread,Equities,Single stock,CHF,ALL
Eurex,CSX CORP.,CSXF,,Spread,Equities,Single stock,,ALL
Eurex,BARCLAYS PLC Dividend ,B2AR,,Spread,Equities,Dividend,,Unknown
Eurex,MEYER BURGER TECHNOLOGY,MBTN,,Option,Equities,Single stock,CHF,ALL
Eurex,BECHTLE AG,BC8G,,Spread,Equities,Single stock,EUR,ALL
Eurex,TELEPERFORMANCE,RCFF,,Spread,Equities,Single stock,EUR,ALL
Eurex,ERSTE GROUP BANK AG,EBOF,,Future,Equities,Single stock,EUR,Unknown
Eurex,KONINKLIJKE DSM,DSMF,,Future,Equities,Single stock,EUR,ALL
Eurex,SALESFORCE.COM INC,FOOG,,Spread,Equities,Single stock,USD,ALL
Eurex,AHOLD DELHAIZE N.V.,DHZF,,Spread,Equities,Single stock,,ALL
Eurex,RSA INSURANCE GROUP PLC,RSAF,,Future,Equities,Single stock,GBX,ALL
Eurex,AGNICO EAGLE MINES LTD,AEMF,,Future,Equities,Single stock,USD,ALL
Eurex,IBERDROLA S.A.,IBEP,,Future,Equities,Single stock,EUR,ALL
Eurex,SCHNEIDER ELECTRIC SE Dividend ,S2ND,,Future,Equities,Dividend,EUR,ALL
Eurex,STOXX EUROPE 50,OSTX,,Spread,Equities,Index,,ALL
Eurex,IMMOFINANZ IMMOBILIEN,IMO,,Option,Equities,Single stock,EUR,ALL
Eurex,UNIPOL,UNFG,,Spread,Equities,Single stock,,ALL
Eurex,CHRISTIAN DIOR SE,CDIG,,Future,Equities,Single stock,EUR,ALL
Eurex,TIME WARNER INC BASKET,TWXF,,Future,Equities,Single stock,USD,ALL
Eurex,AMAZON.COM Dividend ,A2MZ,,Future,Equities,Dividend,USD,ALL
Eurex,SWISS PRIME SITE,SPSN,,Spread,Equities,Single stock,,ALL
Eurex,10-year Euro-Swap Fut,FSWL,,Future,Interest Rates,Swaps,EUR,ALL
Eurex,NUTRECO N.V.,NU3,,Option,Equities,Single stock,EUR,Unknown
Eurex,ANGLO AMERICAN,AALG,,Spread,Equities,Single stock,GBX,ALL
Eurex,MORPHOSYS AG,MORF,,Future,Equities,Single stock,EUR,ALL
Eurex,BCE INC,BCEF,,Future,Equities,Single stock,USD,ALL
Eurex,MANULIFE FINANCIAL,MLUF,,Spread,Equities,Single stock,USD,ALL
Eurex,UCB,UNCF,,Spread,Equities,Single stock,EUR,ALL
Eurex,SENSEX Index ,FSEN,,Future,Equities,Index,USD,ALL
Eurex,ERAMET,ERAF,,Future,Equities,Single stock,EUR,ALL
ICE (7x),Fin Swap-Off-Peak - PJM WH Off Peak Day-Ahead,OP PJM DA,,Energy,,,USD,IFEU Energy Div Power
ICE (7x),Fin Swap-Off-Peak - PJM WH Off Peak Day-Ahead,OP PJM DA Day,,Energy,,,USD,IFEU Energy Div Power
Eurex,IVG IMMOBILIEN AG,IVGG,,Future,Equities,Single stock,EUR,Unknown
Eurex,BANCO SANTANDER Dividend ,S2SD,,Future,Equities,Dividend,EUR,ALL
Eurex,TA-25 Index,FT25,,Future,Equities,Index,USD,ALL
Eurex,KUONI,KUNN,,Spread,Equities,Single stock,,ALL
Eurex,ROYAL DUTCH SHELL,RDAF,,Future,Equities,Single stock,USD,ALL
Eurex,DEVRY EDUCATION GROUP,DVFF,,Spread,Equities,Single stock,,ALL
Eurex,CDN NTL RAILWY,CNIF,,Future,Equities,Single stock,USD,ALL
Eurex,PKO,PKOF,,Spread,Equities,Single stock,EUR,ALL
Eurex,ARCELOR MITTAL,ISPA,,Spread,Equities,Single stock,,ALL
Eurex,FLUGHAFEN ZUERICH AG,FHZF,,Spread,Equities,Single stock,CHF,ALL
Eurex,AURUBIS AG,NDA,,Option,Equities,Single stock,EUR,ALL
Eurex,WOLTERS KLUWER,WOSF,,Spread,Equities,Single stock,EUR,ALL
Eurex,MOBILEYE,MOEF,,Future,Equities,Single stock,USD,ALL
Eurex,BOSKALIS,KBWF,,Future,Equities,Single stock,EUR,ALL
Eurex,1ST FRIDAY OPT EON,EOA1,,Option,Equities,Single stock,EUR,ALL
Eurex,PSI AG,PSAN,,Option,Equities,Single stock,EUR,ALL
Eurex,BAU VERITAS S.A.,BVI,,Option,Equities,Single stock,EUR,ALL
Eurex,J SAINSBURY,SAN,,Spread,Equities,Single stock,,ALL
Eurex,NEXANS,NXSG,,Spread,Equities,Single stock,EUR,ALL
Eurex,VW VZ,VO3,,Option,Equities,Single stock,EUR,ALL
Eurex,HESS CORP.,AHCF,,Spread,Equities,Single stock,,ALL
Eurex,MONITISE,MOTF,,Future,Equities,Single stock,GBP,ALL
Eurex,KONINKLIJKE PHILIPS  Dividend ,P2HI,,Spread,Equities,Dividend,EUR,ALL
Eurex,WOLTERS KLUWER,WOS,,Option,Equities,Single stock,EUR,ALL
Eurex,EURO STOXX UTILIT Index Dividend  ,FEUD,,Future,Equities,Dividend,EUR,ALL
Eurex,BUWOG AG,BWO,,Option,Equities,Single stock,EUR,ALL
Eurex,HUHTAMAKI,HUKF,,Spread,Equities,Single stock,EUR,ALL
Eurex,"MSCI WORLD (PRICE, USD)",OMWP,,Option,Equities,Index,USD,ALL
Eurex,GIGASET,AQUF,,Future,Equities,Single stock,EUR,ALL
Eurex,EUROCASH SA,ECAF,,Spread,Equities,Single stock,,ALL
Eurex,PADDY POWER BETFAIR PLC,PLSF,,Future,Equities,Single stock,EUR,ALL
Eurex,ELECTRICITE DE FRANCE,E2F,,Spread,Equities,Single stock,,ALL
Eurex,DEUTSCHE POST AG,DPW,,Spread,Equities,Single stock,,ALL
Eurex,SWATCH B,UHFF,,Future,Equities,Single stock,CHF,ALL
Eurex,ACTELION N,ATLN,,Spread,Equities,Single stock,,ALL
Eurex,ROCHE HOLDING AG Dividend ,R2OG,,Spread,Equities,Dividend,CHF,ALL
Eurex,FRESENIUS SE & CO. KGAA,FRE,,Spread,Equities,Single stock,,ALL
Eurex,EURO STOXX MEDIA,OESM,,Option,Equities,Index,EUR,ALL
Eurex,BT GROUP PLC Dividend ,B2T,,Future,Equities,Dividend,GBX,ALL
Eurex,BARRICK GOLD,ABXF,,Spread,Equities,Single stock,,ALL
Eurex,AIR LIQUIDE,AIRK,,Future,Equities,Single stock,EUR,ALL
Eurex,EURO STOXX,OXXE,,Option,Equities,Index,EUR,ALL
Eurex,PARGESA HOLDING,PARH,,Spread,Equities,Single stock,CHF,ALL
Eurex,BWT,BWTF,,Future,Equities,Single stock,EUR,ALL
ICE (7x),"NG Fin, FP for LD1, Glacier Lots Spr (360) - Henry",HH G Lots,,Spread,,,USD,IFUS Energy Div Gas
ICE (7x),Heating Oil TAS Spr - NYH,ICE HeatOil Set,,Spread,,,USD,ICE Futures Europe
Eurex,CASINO GUICHARD,CAJG,,Spread,Equities,Single stock,EUR,ALL
Eurex,PERSIMMON PLC,PSNF,,Future,Equities,Single stock,GBX,ALL
Eurex,SIXT SE,SIX2,,Option,Equities,Single stock,EUR,ALL
Eurex,XETRA Gold,FXGL,,Future,Metals,Precious,EUR,ALL
Eurex,BANCO ESPIRITO SANTO,BATF,,Future,Equities,Single stock,EUR,Unknown
Eurex,ALCATEL-LUCENT SA,CGE,,Spread,Equities,Single stock,,Unknown
Eurex,5TH FRIDAY UBS,UBS5,,Option,Equities,Single stock,CHF,ALL
Eurex,ROLLS-ROYCE HOLDINGS,RRFF,,Spread,Equities,Single stock,GBX,ALL
Eurex,FRAPORT AG,FRAG,,Future,Equities,Single stock,EUR,ALL
Eurex,BORYSZEW,BOWF,,Spread,Equities,Single stock,,ALL
Eurex,LUXOTTICA GROUP,LUXH,,Spread,Equities,Single stock,EUR,ALL
Eurex,James River,JRCF,,Future,Equities,Single stock,USD,ALL
Eurex,MERCK KGAA,MRKH,,Spread,Equities,Single stock,EUR,ALL
Eurex,TOTAL,TOTG,,Future,Equities,Single stock,EUR,ALL
Eurex,JUNGHEINRICH AG,JUNF,,Future,Equities,Single stock,EUR,ALL
Eurex,LUKOIL,LUKF,,Spread,Equities,Single stock,USD,ALL
Eurex,Dividend DAX Index  Dividend ,FDVD,,Future,Equities,Dividend,EUR,ALL
Eurex,EVOTEC AG,EVTF,,Future,Equities,Single stock,EUR,ALL
Eurex,EURO STOXX BANKS,OESB|FESB,,Spread,Equities,Index,,ALL
Eurex,ALPHABET INC. REG SH. C,GOCF,,Future,Equities,Single stock,USD,ALL
Eurex,DRILLISCH AG,DRLF,,Future,Equities,Single stock,EUR,ALL
Eurex,BAYWA AG,BYWF,,Future,Equities,Single stock,EUR,ALL
Eurex,GAMESA CORP TECNOLOGICA,GTQF,,Spread,Equities,Single stock,EUR,ALL
Eurex,SNAM SPA,SNFF,,Future,Equities,Single stock,EUR,ALL
Eurex,LVMH SE,MOHG,,Spread,Equities,Single stock,EUR,ALL
Eurex,FUGRO,FUGG,,Future,Equities,Single stock,EUR,ALL
Eurex,BALFOUR BEATTY,BIHF,,Future,Equities,Single stock,GBX,ALL
Eurex,XETRA Gold,OXGL,,Option,Metals,Precious,EUR,ALL
Eurex,DANONE,BSN,,Option,Equities,Single stock,EUR,ALL
Eurex,BLOOMBERG SOFTS,FCSO,,Spread,Commodities,Index,USD,ALL
Eurex,GLAXOSMITHKLINE PLC Dividend ,G2SK,,Future,Equities,Dividend,GBP,Unknown
Eurex,ADECCO GROUP AG,ADEF,,Spread,Equities,Single stock,CHF,ALL
Eurex,COMMERZBANK AG,CBKG,,Future,Equities,Single stock,EUR,Unknown
Eurex,ALCATEL-LUCENT S.A.,CGEG,,Spread,Equities,Single stock,,ALL
Eurex,DEUTSCHE POST AG Dividend ,D2PW,,Spread,Equities,Dividend,EUR,ALL
Eurex,Mid-Term Euro-OAT,FOAM,,Future,Interest Rates,Government Bond,EUR,ALL
Eurex,GRENKE AG,GLIF,,Spread,Equities,Single stock,EUR,ALL
Eurex,CA IMMOBILIEN ANLAGEN A,CAI,,Option,Equities,Single stock,EUR,ALL
Eurex,"MSCI WORLD (PRICE, USD)",FMWP,,Future,Equities,Index,USD,ALL
Eurex,2ND FRIDAY OPT DEUTSCHE POST,DPW2,,Option,Equities,Single stock,EUR,ALL
Eurex,ION BEAM APPLICATIONS,IBAF,,Future,Equities,Single stock,EUR,ALL
Eurex,MSCI KOKUSAI (USD/ GTR),FMKG,,Future,Equities,Index,USD,ALL
Eurex,HONEYWELL INTERNAT,HONF,,Future,Equities,Single stock,USD,ALL
ICE (7x),Fin Swap-Off-Peak Spr - Nepool MH Day-Ahead Off-Peak,Off Peak Nepool,,Spread,,,USD,IFEU Energy Div Power
ICE (7x),Fin Swap-Off-Peak Spr - NI Hub Real Time Off-Peak,Off Peak NI Hub,,Spread,,,USD,IFEU Energy Div Power
Eurex,INTESA SANPAOLO SPA,IESI,,Spread,Equities,Single stock,EUR,ALL
Eurex,BEIERSDORF,BEIG,,Future,Equities,Single stock,EUR,ALL
Eurex,WACKER CHEMIE,WCH,,Spread,Equities,Single stock,,ALL
Eurex,LUXOTTICA GROUP SPA,LUX,,Option,Equities,Single stock,EUR,ALL
Eurex,GLENCORE PLC,GLEN,,Option,Equities,Single stock,GBX,ALL
Eurex,BANK OF MONTREAL,BMOF,,Spread,Equities,Single stock,USD,ALL
Eurex,SGS SA Dividend ,S2GS,,Spread,Equities,Dividend,CHF,ALL
Eurex,EI DU PONT DE NEMOURS,DDFF,,Future,Equities,Single stock,USD,ALL
Eurex,LEGAL & GENERAL GROUP,LGEF,,Spread,Equities,Single stock,GBX,ALL
Eurex,NEXT PLC,NXTJ,,Future,Equities,Single stock,GBP,ALL
Eurex,RYANAIR,RY4I,,Spread,Equities,Single stock,EUR,ALL
Eurex,VIVENDI Dividend ,V3VU,,Spread,Equities,Dividend,EUR,ALL
Eurex,BROOKFIELD OFF PROP,BKOF,,Future,Equities,Single stock,USD,Unknown
Eurex,ALPHA BANK,ACBF,,Future,Equities,Single stock,EUR,ALL
Eurex,DRAGON OIL PLC,DRS,,Option,Equities,Single stock,EUR,ALL
Eurex,Euro-Schatz ,FGBS,,Spread,Interest Rates,Government Bond,EUR,ALL
Eurex,MSCI PERU (NTR),FMPE,,Spread,Equities,Index,USD,ALL
Eurex,DEVRY EDUCATION GROUP,DVFF,,Future,Equities,Single stock,USD,ALL
Eurex,NATIONAL GRID,NGFF,,Spread,Equities,Single stock,GBX,ALL
Eurex,BANK OF GREECE,BGCG,,Future,Equities,Single stock,EUR,ALL
Eurex,MDAX,F2MX,,Future,Equities,Index,EUR,ALL
Eurex,SOFTWARE AG,SOWG,,Future,Equities,Single stock,EUR,ALL
Eurex,CORBION N.V.,CSMG,,Spread,Equities,Single stock,EUR,ALL
Eurex,AXA,AXA,,Spread,Equities,Single stock,,ALL
Eurex,SWISS RE AG European Option,SREE,,Option,Equities,Single stock,CHF,ALL
Eurex,VOSSLOH AG,VOSF,,Spread,Equities,Single stock,EUR,ALL
Eurex,PREMIER FOODS PLC,PFDF,,Spread,Equities,Single stock,,ALL
Eurex,M6 METROPOLE,MMT,,Option,Equities,Single stock,EUR,ALL
Eurex,HSBC,HSB,,Spread,Equities,Single stock,,ALL
Eurex,TELEFONICA S.A.,TEFG,,Future,Equities,Single stock,EUR,ALL
Eurex,THYSSEN KRUPP AG,TKAG,,Spread,Equities,Single stock,EUR,ALL
